,LOAN_NUMBER,LOAN_ORIG_DATE,LENDER_INST_TYPE_DESCRIPTION,LTV,FICO_SCORE,CURRENT_BALANCE,Loan_to_Value_Cohorts,FICO_Score_Category,LOAN_AGE,Loan_Age_Cohorts
209,25449895,2011-12-23,Mortgage Banker - Bank Owned,97.0,705,300700,>95%,700 - 799,12.484855951867594,10-19 Months
210,24406782,2012-10-11,Mortgage Banker - (Large),90.0,706,157500,>85% and <= 90%,700 - 799,2.858374915296002,0-9 Months
211,18350205,2011-11-21,Community Banks,92.2200012207031,706,166000,>90% and <= 95%,700 - 799,13.536212242551182,10-19 Months
212,33415589,2011-11-14,Mortgage Banker - Bank Owned,95.0,706,149150,>90% and <= 95%,700 - 799,13.766196431138216,10-19 Months
213,18399483,2012-02-17,Mortgage Banker - Bank Owned,87.75,707,245700,>85% and <= 90%,700 - 799,10.644982443171317,10-19 Months
214,15417296,2011-09-22,Mortgage Banker - (Large),95.0,707,63517,>90% and <= 95%,700 - 799,15.507505287582907,10-19 Months
215,31810388,2011-06-24,Community Banks,95.0,707,151050,>90% and <= 95%,700 - 799,18.464444855130495,10-19 Months
216,17764656,2012-01-11,Community Banks,95.0,707,351500,>90% and <= 95%,700 - 799,11.860613154274215,10-19 Months
217,18421984,2012-04-30,Mortgage Banker - Bank Owned,84.5500030517578,708,283240,<=85%,700 - 799,8.246575905049385,0-9 Months
218,22977162,2011-08-17,Community Banks,90.0,708,73350,>85% and <= 90%,700 - 799,16.69028111460194,10-19 Months
219,30612625,2012-03-19,Bank Owned Mortgage Company - National,90.0,708,301500,>85% and <= 90%,700 - 799,9.626481036571592,0-9 Months
220,15639150,2010-02-10,Community Banks,95.0,708,171475,>90% and <= 95%,700 - 799,34.85903201297768,30-39 Months
221,24069953,2010-02-11,Community Banks,95.0,708,171950,>90% and <= 95%,700 - 799,34.82617712889382,30-39 Months
222,33334406,2011-10-26,Community Banks,95.0,708,345800,>90% and <= 95%,700 - 799,14.390439228731596,10-19 Months
223,20472913,2012-03-16,Mortgage Banker - Bank Owned,81.5699996948242,709,208000,<=85%,700 - 799,9.72504568882318,0-9 Months
224,29885356,2012-09-13,Mortgage Banker - Bank Owned,83.1500015258789,709,148000,<=85%,700 - 799,3.7783116696441406,0-9 Months
225,15264417,2011-11-03,Mortgage Banker - Bank Owned,85.0,709,353600,<=85%,700 - 799,14.1276001560607,10-19 Months
226,18098367,2011-04-08,Mortgage Banker - (Large),90.0,709,289800,>85% and <= 90%,700 - 799,20.994270929587877,20-29 Months
227,17016248,2012-03-26,Mortgage Banker - Bank Owned,85.0,710,123250,<=85%,700 - 799,9.396496847984558,0-9 Months
228,24761320,2012-06-06,Mortgage Banker - Bank Owned,90.7099990844727,710,127000,>90% and <= 95%,700 - 799,7.030945193946487,0-9 Months
229,32699860,2012-05-29,Mortgage Banker - Bank Owned,94.4700012207031,710,337250,>90% and <= 95%,700 - 799,7.293784266617385,0-9 Months
230,18764057,2012-08-28,Mortgage Banker - (Large),95.0,710,232750,>90% and <= 95%,700 - 799,4.303989814985934,0-9 Months
231,19779529,2012-04-25,Bank Owned Mortgage Company - National,95.0,710,275405,>90% and <= 95%,700 - 799,8.410850325468695,0-9 Months
232,22580801,2012-06-19,Mortgage Banker - Bank Owned,82.2300033569336,711,146576,<=85%,700 - 799,6.60383170085628,0-9 Months
233,29156931,2012-11-07,Community Banks,85.0,711,75650,<=85%,700 - 799,1.9712930450317254,0-9 Months
234,24617414,2011-04-11,Community Banks,85.0,711,208250,<=85%,700 - 799,20.89570627733629,20-29 Months
235,15288733,2012-04-11,Mortgage Banker - (Large),89.3199996948242,711,393000,>85% and <= 90%,700 - 799,8.870818702642765,0-9 Months
236,28422255,2010-03-15,Community Banks,90.0,711,262800,>85% and <= 90%,700 - 799,33.77482083821023,30-39 Months
237,16359772,2012-11-30,Mortgage Banker - Bank Owned,90.0,711,288783,>85% and <= 90%,700 - 799,1.2156307111028974,0-9 Months
238,18842023,2011-08-22,Bank Owned Mortgage Company - National,92.1699981689453,711,229500,>90% and <= 95%,700 - 799,16.526006694182634,10-19 Months
239,20184639,2012-06-18,Bank Owned Mortgage Company - National,95.0,711,99750,>90% and <= 95%,700 - 799,6.636686584940143,0-9 Months
240,20351413,2011-06-23,Community Banks,95.0,711,129200,>90% and <= 95%,700 - 799,18.49729973921436,10-19 Months
241,24160468,2012-09-12,Mortgage Banker - Bank Owned,95.0,711,278350,>90% and <= 95%,700 - 799,3.8111665537280026,0-9 Months
242,21702331,2012-12-05,Mortgage Banker - Bank Owned,80.4300003051758,712,374000,<=85%,700 - 799,1.051356290683587,0-9 Months
243,29871322,2011-06-30,Bank Owned Mortgage Company - National,87.1600036621094,712,475000,>85% and <= 90%,700 - 799,18.267315550627323,10-19 Months
244,20147798,2011-04-27,Community Banks,87.6399993896484,712,390000,>85% and <= 90%,700 - 799,20.3700281319945,20-29 Months
245,29256602,2010-07-18,Community Banks,91.0299987792969,712,163850,>90% and <= 95%,700 - 799,29.667960327727467,20-29 Months
246,30159055,2011-09-14,Mortgage Banker - (Large),95.0,712,123595,>90% and <= 95%,700 - 799,15.770344360253803,10-19 Months
247,22278965,2012-05-23,Mortgage Banker - Bank Owned,95.0,712,313500,>90% and <= 95%,700 - 799,7.490913571120557,0-9 Months
248,31945667,2012-08-27,Mortgage Banker - Bank Owned,95.0,712,394250,>90% and <= 95%,700 - 799,4.336844699069796,0-9 Months
249,29707287,2012-05-08,Credit Unions,97.0,712,213400,>95%,700 - 799,7.983736832378488,0-9 Months
250,16518857,2010-02-19,Credit Unions,85.8499984741211,713,70400,>85% and <= 90%,700 - 799,34.56333805622292,30-39 Months
251,17625413,2011-01-20,Bank Owned Mortgage Company - National,86.5800018310547,713,200000,>85% and <= 90%,700 - 799,23.55695188812912,20-29 Months
252,32588903,2012-03-28,Community Banks,87.2300033569336,713,160500,>85% and <= 90%,700 - 799,9.330787079816835,0-9 Months
253,30926999,2012-01-10,Credit Unions,95.0,713,294500,>90% and <= 95%,700 - 799,11.893468038358078,10-19 Months
254,24298543,2012-07-27,Mortgage Banker - Bank Owned,95.0,713,303040,>90% and <= 95%,700 - 799,5.355346105669521,0-9 Months
255,16996493,2012-06-29,Mortgage Banker - Bank Owned,95.0,713,356250,>90% and <= 95%,700 - 799,6.27528286001766,0-9 Months
256,19485611,2012-01-13,Community Banks,95.0,713,378100,>90% and <= 95%,700 - 799,11.79490338610649,10-19 Months
257,27513396,2012-12-11,Community Banks,87.8499984741211,714,235000,>85% and <= 90%,700 - 799,0.8542269861804144,0-9 Months
258,19524878,2011-09-09,Mortgage Banker - Bank Owned,90.0,714,106200,>85% and <= 90%,700 - 799,15.934618780673114,10-19 Months
259,28717543,2012-05-02,Community Banks,85.4800033569336,715,179500,>85% and <= 90%,700 - 799,8.180866136881662,0-9 Months
260,20507842,2012-04-17,Credit Unions,90.0,715,88200,>85% and <= 90%,700 - 799,8.673689398139592,0-9 Months
261,17495174,2012-01-05,Community Banks,90.0,715,113400,>85% and <= 90%,700 - 799,12.057742458777387,10-19 Months
262,16536095,2012-08-28,Mortgage Banker - Bank Owned,92.0599975585938,715,167361,>90% and <= 95%,700 - 799,4.303989814985934,0-9 Months
263,17798309,2011-11-10,Bank Owned Mortgage Company - National,95.0,715,139650,>90% and <= 95%,700 - 799,13.897615967473664,10-19 Months
264,19048408,2012-10-31,Community Banks,95.0,715,140391,>90% and <= 95%,700 - 799,2.20127723361876,0-9 Months
265,19235532,2012-07-17,Mortgage Banker - Bank Owned,95.0,715,180500,>90% and <= 95%,700 - 799,5.683894946508142,0-9 Months
266,24083196,2012-01-23,Mortgage Banker - (Large),95.0,715,284050,>90% and <= 95%,700 - 799,11.46635454526787,10-19 Months
267,25587380,2010-02-23,Credit Unions,84.129997253418,716,53000,<=85%,700 - 799,34.431918519887475,30-39 Months
268,22695073,2011-11-17,Mortgage Banker - Bank Owned,85.0,716,204000,<=85%,700 - 799,13.66763177888663,10-19 Months
269,23798798,2012-10-19,Mortgage Banker - Bank Owned,86.4599990844727,716,214000,>85% and <= 90%,700 - 799,2.595535842625105,0-9 Months
270,23354720,2011-04-26,Bank Owned Mortgage Company - National,90.0,716,139410,>85% and <= 90%,700 - 799,20.40288301607836,20-29 Months
271,24215198,2012-01-27,Community Banks,90.0,716,157500,>85% and <= 90%,700 - 799,11.33493500893242,10-19 Months
272,26373163,2009-12-11,Bank Owned Mortgage Company - National,90.0,716,360000,>85% and <= 90%,700 - 799,36.86317994209327,30-39 Months
273,23194003,2012-12-28,Mortgage Banker - Bank Owned,95.0,716,147250,>90% and <= 95%,700 - 799,0.29569395675475885,0-9 Months
274,16615603,2009-06-09,Mortgage Banker - Bank Owned,95.0,716,285000,>90% and <= 95%,700 - 799,42.94133349760775,>=40 Months
275,21932798,2011-08-01,Mortgage Banker - (Large),89.2900009155273,717,113850,>85% and <= 90%,700 - 799,17.215959259943737,10-19 Months
276,22193014,2012-02-10,Community Banks,95.0,717,126250,>90% and <= 95%,700 - 799,10.874966631758353,10-19 Months
277,24014522,2011-12-22,Community Banks,95.0,717,133000,>90% and <= 95%,700 - 799,12.517710835951457,10-19 Months
278,34104489,2009-12-15,Community Banks,83.0199966430664,718,440000,<=85%,700 - 799,36.73176040575782,30-39 Months
279,17836054,2010-06-18,Community Banks,90.0,718,125550,>85% and <= 90%,700 - 799,30.65360685024333,30-39 Months
280,26472978,2011-11-25,Mortgage Banker - Bank Owned,90.0,718,247500,>85% and <= 90%,700 - 799,13.404792706215733,10-19 Months
281,26454197,2010-03-03,Community Banks,90.0,718,279000,>85% and <= 90%,700 - 799,34.169079447216575,30-39 Months
282,20923082,2011-09-26,Community Banks,92.6100006103516,718,122250,>90% and <= 95%,700 - 799,15.376085751247459,10-19 Months
283,27442091,2011-06-30,Mortgage Banker - (Large),84.0699996948242,719,227000,<=85%,700 - 799,18.267315550627323,10-19 Months
284,33475602,2011-01-25,Credit Unions,85.25,719,156000,>85% and <= 90%,700 - 799,23.39267746770981,20-29 Months
285,23498088,2012-04-27,Community Banks,90.0,719,306834,>85% and <= 90%,700 - 799,8.34514055730097,0-9 Months
286,25319825,2012-05-14,Mortgage Banker - Bank Owned,95.0,719,70300,>90% and <= 95%,700 - 799,7.786607527875316,0-9 Months
287,29225945,2012-10-18,Credit Unions,95.0,719,77900,>90% and <= 95%,700 - 799,2.6283907267089672,0-9 Months
288,17576657,2011-08-30,Mortgage Banker - Bank Owned,95.0,719,118750,>90% and <= 95%,700 - 799,16.263167621511734,10-19 Months
289,16145641,2011-06-10,Credit Unions,95.0,719,135850,>90% and <= 95%,700 - 799,18.924413232304566,10-19 Months
290,21255783,,Mortgage Banker - (Large),95.0,719,261250,>90% and <= 95%,700 - 799,,Unknown
291,24283176,2011-05-18,Mortgage Banker - Bank Owned,85.0,720,272000,<=85%,700 - 799,19.68007556623339,10-19 Months
292,26735798,2009-08-03,Credit Unions,90.0,720,292500,>85% and <= 90%,700 - 799,41.13431487299534,>=40 Months
293,32564316,2012-04-10,Mortgage Banker - (Large),94.9400024414063,720,60050,>90% and <= 95%,700 - 799,8.903673586726628,0-9 Months
294,23396015,2012-05-04,Mortgage Banker - Bank Owned,95.0,720,220400,>90% and <= 95%,700 - 799,8.115156368713937,0-9 Months
295,31124868,2012-06-12,Mortgage Banker - (Large),95.0,720,242250,>90% and <= 95%,700 - 799,6.833815889443315,0-9 Months
296,33811272,2011-09-16,Community Banks,95.0,720,254600,>90% and <= 95%,700 - 799,15.70463459208608,10-19 Months
297,30229172,2012-10-04,Mortgage Banker - Bank Owned,84.3600006103516,721,164500,<=85%,700 - 799,3.0883591038830365,0-9 Months
298,26002535,2010-01-22,Mortgage Banker - Bank Owned,86.1100006103516,721,155000,>85% and <= 90%,700 - 799,35.48327481057106,30-39 Months
299,33161592,2012-01-27,Mortgage Banker - Bank Owned,90.0,721,198000,>85% and <= 90%,700 - 799,11.33493500893242,10-19 Months
300,17967114,2010-01-25,Credit Unions,91.7200012207031,721,133000,>90% and <= 95%,700 - 799,35.38471015831947,30-39 Months
301,26539124,2012-02-08,Community Banks,91.7300033569336,721,186675,>90% and <= 95%,700 - 799,10.940676399926076,10-19 Months
302,22483881,2012-02-07,Community Banks,95.0,721,90250,>90% and <= 95%,700 - 799,10.973531284009939,10-19 Months
303,17988163,2010-02-08,Mortgage Banker - Bank Owned,95.0,721,171000,>90% and <= 95%,700 - 799,34.9247417811454,30-39 Months
304,18314379,2010-07-29,Credit Unions,95.0,721,311125,>90% and <= 95%,700 - 799,29.306556602804985,20-29 Months
305,21077243,2012-11-14,Mortgage Banker - Bank Owned,86.3600006103516,722,213300,>85% and <= 90%,700 - 799,1.7413088564446908,0-9 Months
306,24813880,2012-07-27,Mortgage Banker - Bank Owned,87.5699996948242,722,324000,>85% and <= 90%,700 - 799,5.355346105669521,0-9 Months
307,16103089,2012-06-22,Community Banks,87.629997253418,722,147207,>85% and <= 90%,700 - 799,6.505267048604694,0-9 Months
308,32443523,2010-03-31,Mortgage Banker - (Large),89.9899978637695,722,223000,>85% and <= 90%,700 - 799,33.24914269286844,30-39 Months
309,28660680,2010-02-23,Credit Unions,90.0,722,72810,>85% and <= 90%,700 - 799,34.431918519887475,30-39 Months
310,26489325,2011-05-20,Credit Unions,90.0,722,73800,>85% and <= 90%,700 - 799,19.61436579806567,10-19 Months
311,18952333,2010-01-08,Community Banks,90.0,722,189000,>85% and <= 90%,700 - 799,35.943243187745125,30-39 Months
312,25706417,2012-05-14,Community Banks,90.0,722,254250,>85% and <= 90%,700 - 799,7.786607527875316,0-9 Months
313,23650900,2012-04-05,Mortgage Banker - Bank Owned,90.0,722,353700,>85% and <= 90%,700 - 799,9.067948007145937,0-9 Months
314,15474879,2012-10-22,Mortgage Banker - (Large),94.9800033569336,722,367100,>90% and <= 95%,700 - 799,2.496971190373519,0-9 Months
315,34346817,2012-08-15,Mortgage Banker - Bank Owned,95.0,722,237500,>90% and <= 95%,700 - 799,4.7311033080761415,0-9 Months
316,20872135,2011-06-10,Credit Unions,97.0,722,65475,>95%,700 - 799,18.924413232304566,10-19 Months
317,23054003,2010-01-29,Mortgage Banker - Bank Owned,85.0,723,325975,<=85%,700 - 799,35.25329062198402,30-39 Months
318,17824491,2010-12-22,Credit Unions,85.1100006103516,723,120000,>85% and <= 90%,700 - 799,24.50974352656112,20-29 Months
319,30807280,2010-12-22,Community Banks,89.120002746582,723,105000,>85% and <= 90%,700 - 799,24.50974352656112,20-29 Months
320,21756483,2012-05-08,Mortgage Banker - Bank Owned,90.0,723,337500,>85% and <= 90%,700 - 799,7.983736832378488,0-9 Months
321,16779479,2012-07-13,Mortgage Banker - Bank Owned,90.0,723,339000,>85% and <= 90%,700 - 799,5.81531448284359,0-9 Months
322,25163649,2011-11-22,Community Banks,95.0,723,52891,>90% and <= 95%,700 - 799,13.50335735846732,10-19 Months
323,28068604,2011-12-30,Community Banks,95.0,723,71250,>90% and <= 95%,700 - 799,12.25487176328056,10-19 Months
324,20299861,2011-05-23,Bank Owned Mortgage Company - National,95.0,723,105450,>90% and <= 95%,700 - 799,19.515801145814084,10-19 Months
325,22919801,2011-04-21,Mortgage Banker - (Large),95.0,723,229446,>90% and <= 95%,700 - 799,20.56715743649767,20-29 Months
326,23489317,2011-06-14,Mortgage Banker - (Large),84.0,724,105000,<=85%,700 - 799,18.792993695969116,10-19 Months
327,32313719,2011-07-22,Credit Unions,84.6699981689453,724,114300,<=85%,700 - 799,17.544508100782355,10-19 Months
328,21362409,2009-12-14,Bank Owned Mortgage Company - National,85.0,724,175100,<=85%,700 - 799,36.76461528984168,30-39 Months
329,20270858,2011-03-31,Community Banks,85.0,724,179775,<=85%,700 - 799,21.257110002258774,20-29 Months
330,25112923,2012-05-01,Mortgage Banker - Bank Owned,90.0,724,134910,>85% and <= 90%,700 - 799,8.213721020965522,0-9 Months
331,16655638,2011-10-31,Mortgage Banker - (Large),90.0,724,157500,>85% and <= 90%,700 - 799,14.226164808312285,10-19 Months
332,20878310,2012-08-09,Community Banks,95.0,724,127205,>90% and <= 95%,700 - 799,4.928232612579314,0-9 Months
333,28712200,2012-05-25,Community Banks,95.0,724,146775,>90% and <= 95%,700 - 799,7.425203802952833,0-9 Months
334,23963456,2012-07-20,Mortgage Banker - Bank Owned,95.0,724,412300,>90% and <= 95%,700 - 799,5.585330294256556,0-9 Months
335,26554384,2011-07-11,Mortgage Banker - (Large),84.9300003051758,725,310000,<=85%,700 - 799,17.90591182570484,10-19 Months
336,27012060,2011-10-03,Community Banks,89.8000030517578,725,440000,>85% and <= 90%,700 - 799,15.146101562660425,10-19 Months
337,28769534,2009-12-02,Community Banks,89.9000015258789,725,178200,>85% and <= 90%,700 - 799,37.15887389884803,30-39 Months
338,32813555,2010-01-28,Community Banks,90.0,725,63000,>85% and <= 90%,700 - 799,35.28614550606789,30-39 Months
339,32922138,2012-07-26,Community Banks,93.0100021362305,725,200900,>90% and <= 95%,700 - 799,5.388200989753383,0-9 Months
340,29542866,2011-08-16,Bank Owned Mortgage Company - National,94.3399963378906,725,100000,>90% and <= 95%,700 - 799,16.723135998685805,10-19 Months
341,17942037,2012-06-20,Mortgage Banker - Bank Owned,95.0,725,66025,>90% and <= 95%,700 - 799,6.5709768167724185,0-9 Months
342,17615973,2012-01-27,Credit Unions,95.0,725,89300,>90% and <= 95%,700 - 799,11.33493500893242,10-19 Months
343,20368483,2012-03-30,Mortgage Banker - Bank Owned,95.0,725,137750,>90% and <= 95%,700 - 799,9.26507731164911,0-9 Months
344,23457307,2012-01-03,Mortgage Banker - Bank Owned,95.0,725,137750,>90% and <= 95%,700 - 799,12.123452226945112,10-19 Months
345,27811449,2010-08-04,Credit Unions,95.0,725,153900,>90% and <= 95%,700 - 799,29.109427298301814,20-29 Months
346,18865829,2012-03-13,Mortgage Banker - Bank Owned,95.0,725,161500,>90% and <= 95%,700 - 799,9.823610341074765,0-9 Months
347,19149713,2011-10-18,Mortgage Banker - Bank Owned,95.0,725,171000,>90% and <= 95%,700 - 799,14.653278301402493,10-19 Months
348,22261072,2012-02-03,Community Banks,84.2900009155273,726,59000,<=85%,700 - 799,11.104950820345387,10-19 Months
349,24554155,2011-06-24,Mortgage Banker - (Large),89.5199966430664,726,282000,>85% and <= 90%,700 - 799,18.464444855130495,10-19 Months
350,27880852,2011-03-04,Community Banks,89.9800033569336,726,48500,>85% and <= 90%,700 - 799,22.14419187252305,20-29 Months
351,31705528,2012-10-18,Mortgage Banker - Bank Owned,90.0,726,164700,>85% and <= 90%,700 - 799,2.6283907267089672,0-9 Months
352,16958302,2010-12-01,Bank Owned Mortgage Company - National,90.0,726,288000,>85% and <= 90%,700 - 799,25.199696092322224,20-29 Months
353,20380228,2012-05-04,Bank Owned Mortgage Company - National,95.0,726,115900,>90% and <= 95%,700 - 799,8.115156368713937,0-9 Months
354,27129755,2011-11-18,Community Banks,95.0,726,137275,>90% and <= 95%,700 - 799,13.634776894802767,10-19 Months
355,28499941,2012-12-12,Mortgage Banker - Bank Owned,95.0,726,159600,>90% and <= 95%,700 - 799,0.8213721020965523,0-9 Months
356,23297311,2011-12-22,Community Banks,85.0,727,221000,<=85%,700 - 799,12.517710835951457,10-19 Months
357,33731976,2011-05-09,Community Banks,88.0,727,360800,>85% and <= 90%,700 - 799,19.975769522988152,10-19 Months
358,23696914,2010-07-15,Mortgage Banker - Bank Owned,90.0,727,103500,>85% and <= 90%,700 - 799,29.766524979979057,20-29 Months
359,21380854,2012-05-30,Mortgage Banker - Bank Owned,90.0,727,119700,>85% and <= 90%,700 - 799,7.260929382533522,0-9 Months
360,21773201,2012-03-14,Mortgage Banker - Bank Owned,90.0,727,274500,>85% and <= 90%,700 - 799,9.790755456990903,0-9 Months
361,20824138,,Mortgage Banker - (Large),90.0,727,370800,>85% and <= 90%,700 - 799,,Unknown
362,30679084,2011-03-08,Community Banks,95.0,727,108205,>90% and <= 95%,700 - 799,22.012772336187602,20-29 Months
363,33690194,2011-10-21,Mortgage Banker - Bank Owned,95.0,727,113050,>90% and <= 95%,700 - 799,14.554713649150907,10-19 Months
